Company Name,Address,City,Phone,Website
ARTHA PUTRAIBU PERTIWI PT,"Jl Budhi 10 RT 002/04 JAKARTA, ",Jakarta,021-53678513,
ARTHA PT,"Terminal Bus Setui BANDA ACEH 23243, P.O. Box: 23243",,0651-47099,
ARTHA MAS CIPT,"Jl Bukit Gading Raya Kompl Bukit Gading Indah Bl H/26-27 JAKARTA 14240, P.O. Box: 14240, ",Jakarta,021-4513821,
ARTHA HOMITAN INDAH PT,"Jl Tmn Setiabudi 1-B RT 02/02 JAKARTA 12910, P.O. Box: 12910, ",Jakarta,021-5279247,
ARTHA DUTA VA PT,"Jl D Tamblingan 7 DENPASAR, ",Denpasar,0361-283800,
Ashrie Putra Mandiri PT,"Jl Tebet Raya 30-C RT 002/02,Tebet Timur,Tebet, ",Jakarta,021 83700698,
Ashar Celluler,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Bl FA Lt Dasar/3-A,Cideng,Gambir, ",Jakarta,021 70760510,
Asgar CV,"Jl Tipar Cakung 47 RT 004/07,Rorotan,Cilincing, ",Jakarta,021 46833193,
ASESORINDO ADI DATAMA PT,"Ds Tlanjung Udik RT 001/04 CIBINONG 16962, P.O. Box: 16962, ",Cibinong,021-8677694,
Asen Ponsel,"Jl Letjen Jamin Ginting 9, ",Medan,061 76405833,
Aseng Sale,"Jl HOS Cokroaminoto 68, ",Jambi,0741 444968,
ASATEL GLOBAL KOMUNIKASI PT,"Jl Pembangunan II 10-A Graha Info Asia JAKARTA 10130, P.O. Box: 10130, ",Jakarta,021-6322386,
Asean Celullar,"Jl Pendidikan Raya 1 Mal Cijantung Lt Dasar Unit 26-D,Cijantung,Pasar Rebo, ",Jakarta,021 8415012,
AS Celullar,"Jl Raya Merak 4, ",Cilegon,0254 391425,
Asatel,"Jl Pomorouw Lingk I 14,Tikala Baru,Wenang, ",Manado,0431 856502,
Asakarya CV,"Jl Guru Bangkol,Pagesangan,Mataram, ",Mataram,0370 621552,
Asa Globalindo Pratama PT,"Jl Raya Rawa Bambu 12 A-B 12520, ",Jakarta,021-7819305,
ASA Celuler,"Jl Ambon 655 RT 002/06,Wates,Magelang Utara, ",Magelang,0293 368207,
Asa UD,"Perum Tmn Pd Jati Bl H/28,Sepanjang, SEPANJANG 61257",,031 7883704,
ASIA QUATTRO NET PT,"Jl Jend Gatot Subroto Kav 32-34 Ged Patra Jasa Lt 18 JAKARTA, ",Jakarta,021-52900630,
ARYANA RIZKY UTAMA PT,"Jl Pulau Bungin 127 DENPASAR 80222, P.O. Box: 80222, ",Denpasar,0361-729634,
Askir Nusa Antara PT,"Jl Sultan Iskandar Muda 34,Ampel,Semampir, ",Surabaya,031 3294303,
Askho Permata CV,"Jl Teratai I Kompl Jatikramat Indah 22 RT 007/03,Jati Kramat,Jati Asih, ",Jakarta,021 84976499,
Askir Nusantara PT,"Jl Nusantara 334,Butung,Wajo, ",Makassar,0411 319302,
Askar CV,"Jl Blok Pasar Brt Kompl MKGR 32, ",Batam,0778 365691,
ASKIR PT,"Jl Nusantara 334 MAKASSAR 90173, P.O. Box: 90173",,0411-313699,
ASIAMARK INDONESIA PT,"Jl Dr Saharjo 105 RT 008/10 JAKARTA 12860, P.O. Box: 12860, ",Jakarta,021-83796056,
Aska CV,"Jl P Antasari 22, BANDARLAMPUNG",,0721 7401914,
ASIA CELLULAR SATELITE PT,"Jl Laks L RE Martadinata 8 BATAM 29428, P.O. Box: 29428, ",Batam,0778-323046,
Asik CV,"Jl Adiningrat RT 003/10, KARAWANG",,0267 432796,
Asih Telco Abadi PT,"Jl RS Fatmawati 1-D,Cilandak Barat,Cilandak, ",Jakarta,021 7658994,
Asia Indojaya Pusaka,"Jl Ir H Juanda 104,Dago,Coblong, ",Bandung,022 2533684,
Asia II PT,"Jl Imam Bonjol,Kademangan Kulon,Bondowoso, BONDOWOSO 68217",,0332 424177,
Asia Phonzone,"Jl Jend A Yani 73 Ramai Mall Lt 1/ 17-18, ",Yogyakarta,0274 7143738,
Asian Cellular,"Jl Raya Bogor Km 19 Plaza Kramat Jati Indah Bl Y Lt Dasar/28-29,Kramat Jati, ",Jakarta,021 8007455,
Asia Indah CV,"Jl Medan - Banda Aceh 34,Muara Dua, ",Lhokseumawe,0645 59147,
Asia Phone Cell,"Jl P Antasari Mitra Plaza Lt Dasar 22,Karang Mekar,Banjarmasin Timur, ",Banjarmasin,0511 3260929,
Astronik,"Jl Letnan Murod 31 RT 013/05, ",Palembang,0711-411216,
Astia FM Radio,Jl Raya Karang Tawang 1 45511,,0232-877177,
Assiddiqy CV,"Jl Krajan Kidul,Sumberbaru, JATIROTO 68156",,0334 322110,
Assalam Tiga CV,"Jl Gn Sari Raya,Talang Padang, TALANGPADANG 35677",,0729 41116,
Assalam Empat CV,"Jl Campang, TALANGPADANG 35377",,0729 42300,
Assalam Duta Pertiwi CV,"Jl Kebayoran Lama 20 RT 001/02,Sukabumi Ilir,Kebon Jeruk, ",Jakarta,021 5360291,
Assalam Satu CV,"Jl Kuta Dalom Gisting,Talang Padang, TALANGPADANG 35677",,0729 42098,
Assalam Kopontrn Al Huda 5 EB PT,"Jl Gunungsari,Glenmore, GLENMORE 68466",,0333 822494,
Assalam CV,"Jl Masjid Sukoharjo 401, PRINGSEWU",,0729 331173,
Assalam A CV,"Jl Raden Intan, TALANGPADANG",,0729 42536,
Assalam Dua CV,"Jl Campang Raya, TALANGPADANG 35377",,0729 42100,
Assalaam CV,"Jl Bekasi Tmr I 70-A RT 003/03,Rawa Bunga,Jatinegara, ",Jakarta,021 8190897,
As Salwa CV,"Jl Raya Sultan Agung Psr Rumput 13 RT 006/02,Pasar Manggis,Setia Budi, ",Jakarta,021 83701299,
Assily Link,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 37-B,Cideng,Gambir, ",Jakarta,021 63872996,
AS Shop Toko,"Jl Pahlawan Seribu ITC Bumi Serpong Damai Bl C-8 Lt 1/5,Serpong,Serpong, ",Tangerang,021 53152690,
AS Seluler,"Jl KH Mas Mansyur 218 RT 004/01, ",Pekalongan,0285 420318,
Athena Phone,"Jl Magelang Km 1 80 Plaza Borobudur, ",Yogyakarta,0274 7170967,
ATAP CIPT,"Jl Menteng Atas Brt 1 RT 001/04 JAKARTA 12960, P.O. Box: 12960, ",Jakarta,021-8307297,
ATANA MEDIA MANDIRI PT,"Jl Perintis 1-A SIGLI 24118, P.O. Box: 24118",,0653-22165,
Atana Media Mandiri PT Radio,Jl Perintis 1-A 24118,,0653-22165,
Asyalwa CV,"Jl Tmn Raya Bl GC/6, ",Batam,0778 7029471,
Atana Media Mandiri PT Radio,"Jl Perintis 1-A 24118, SIGLI",,0653-22165,
Aswad Celuler,"Jl Jend Sudirman 11,Tambaksari,Jambi Selatan, ",Jambi,0741 26296,
Asy Syafiiyah UD,"Jl Kedensari,Tanggulangin, TULANGAN 61272",,031 8850873,
Asuka Geudong CV,"Jl Medan - Banda Aceh,Muara Dua, ",Lhokseumawe,0645 83493,
Asuri CV,"Jl Wakaf 51-A RT 002, ",Pekanbaru,0761 856830,
Astra Graphika,"Jl Tanah Abang Iii/18, Jakarta, ",Jakarta,021-385-1559,
ASTRODATA LINTAS BUANA PT,"Ds Kembang Kuning RT 025/07 CIBINONG 16820, P.O. Box: 16820, ",Cibinong,021-8232263,
Astra Securities Pt,"Jl Mega Kuningan Perk Tmn A-9 Unit Lt 1-3, Jakarta, ",Jakarta,021-576-1183,
ASTRIJAYA PRIMA PT,"Jl Dalang RT 012/02 JAKARTA 13850, P.O. Box: 13850, ",Jakarta,021-84593697,
ASTO MULYO PT,"Jl Gunungsari 200-H SURABAYA 60242, P.O. Box: 60242, ",Surabaya,031-5679246,
ASTA SARI PT,"Jl Kencana DENPASAR, ",Denpasar,0361-468214,
Aulia Dwiguna CV,"Kp Kondang RT 018/06, PABUARAN",,0260 710199,
Audio Cel,"Jl Soekarno Hatta Km 3/14 RT 020,Batu Ampar,Balikpapan Utara, ",Balikpapan,0542 440525,
AUDI NUSRAHA PT,"Jl P Hidayat Gg III 1 PEKANBARU, ",Pekanbaru,0761-7894199,
Audi Com Toko,"Jl HOS Cokroaminoto Lingk 10/127, LUBUKPAKAM",,061 7952371,
Aulia Cell,"Jl Pelabuhan RT 003/10,Demangan,Bangkalan, BANGKALAN 69115",,031 3096436,
Audio Sell,"Jl Brigjen Slamet Riyadi 273 Solo Grand Mall Kav 12-A Bl H Lt 3, SOLO",,0271 7013393,
Audi Com,"Deli Mas Plaza Lt 1 2, LUBUKPAKAM",,061 7956912,
Audi Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 36-B,Cideng,Gambir, ",Jakarta,021 9285899,
Audi Nusraha PT Radio,"Jl P Hidayat Gg III 1, ",Pekanbaru,0761 7894199,
Attack Harapan Toko,"Jl Gn Merapi 142,Pisang Selatan,Ujungpandang, ",Makassar,0411 324156,
AT & T Lucent Technologies PT,"Jl Jend Gatot Subroto 2 Wisma Lippo Lt 5 Suite 503,Burangrang,Lengkong, ",Bandung,022 7303323,
Attahiriyah PT Radio,"Jl Melayu Kecil III 40 12840, ",Jakarta,021-8313295,
ATP Cell,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 138-B,Cideng,Gambir, ",Jakarta,021 92778775,
ATRIA DANATRIA PT,"Jl Jasirin RT 002/03 TANGERANG, ",Tangerang,021-5917695,
A & 5 Toko,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 4/28,Cideng,Gambir, ",Jakarta,021 6304826,
Ayam Mas CV,"Jl Ngrowo,Bangsal, MOJOSARI 61381",,0321 597177,
AYASHI JAFANA PT,"Kp Tengah 4 RT 001/03 CIBINONG 16820, P.O. Box: 16820, ",Cibinong,021-8232463,
Ayahanda CV,"Jl Sangso, BIREUEN",,0644 510099,
Atom Sellular,"Jl KH Samanhudi Metro Atom Plaza Los DKS Lt 2/5,Pasar Baru,Sawah Besar, ",Jakarta,021 3849267,
Aya Sophia CV,"Jl Soleh I 39 RT 007/03,Sukabumi Udik,Kebon Jeruk, ",Jakarta,021 5304103,
A2 Toko,"Jl Dr Setiabudi 161 40153, ",Bandung,022-2004023,
Axis Seluler,"Jl Raya Puputan Renon 53, ",Denpasar,0361 237978,
AW Technology CV,"Ruko Diro, Jl Bantul Km 8, ",Yogyakarta,0274 6866644,
Awi Ponsel,"Jl Gejayan 2-B,Caturnunggal,Depok, ",Yogyakarta,0274 7417436,
Awi Phone,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 134-A,Cideng,Gambir, ",Jakarta,021 92780919,
Awen Toko,"Jl Senen Raya Pus Perdag Senen Bl A-2 Lt Dasar/R-1,Senen,Senen, ",Jakarta,021 42888344,
Awal Mandiri CV,"Jl Genras 39 RT 015/05,Kalisari,Pasar Rebo, ",Jakarta,021 87780281,
Awen Cellular,"Jl Airlangga 5-A,Mataram Barat,Mataram, ",Mataram,0370 642978,
Awan Lestari CV,"Jl WR Supratman 56, KISARAN",,0623 347159,
Avilio Toko,"Jl Rs Fatmawati 15 Golden Plaza Bl B/11, Jakarta, ",Jakarta,021-750-7813,
AVION KARYA K PT,"Jl Letda Kajeng 19 DENPASAR, ",Denpasar,0361-249399,
Avil Jaya CV,"Jl Raya Banda Aceh - Meulaboh, CALANG",,0654 7000876,
Avik,"Jl Tukad Yeh Aya 99,Renon,Denpasar Selatan, ",Denpasar,0361 264077,
Baby Cellular,"Jl Raya Margorejo Indah 97-99 Plaza Marina Lt Dasar Bl H/525,Margorejo,Wino, ",Surabaya,031 8475888,
Babayaga PT Radio,Jl Jend A Yani XX 118 Kompl Nusa Indah 74322,,0531-22811,
Babayaga PT Radio,"Jl Jend A Yani XX 118 Kompl Nusa Indah 74322, SAMPIT",,0531-22811,
Azzahra PT,"Jl P Diponegoro 100,Gulak Galik,Tl Betung Utara, BANDARLAMPUNG 35214",,0721 484986,
Azzeta CV,"Jl Peltu Syaidan 33, BANGKINANG",,0762 21106,
AZMI KNO PT,"Jl Jend Sudirman KENCONG 68166, P.O. Box: 68166",,0336-322795,
Azzahara CV,"Kp Pasir Hayam RT 004/01,Cilaku, CIANJUR 43285",,0263 260237,
Az Zahra Jaya CV,"Jl Wadas Raya 15 RT 006/22,Jati Waringin,Pondok Gede, ",Jakarta,021 84976195,
Azwar Cellular,"Jl Alexindo Raya Kav 53/1-A, ",Jakarta,021 36697801,
Aztan CV,"Jl Trengguli 27, KUDUS",,0291 3315281,
Azra Millennium Jaya PT,"Jl Cipinang Besar Slt 12 RT 006/10,Cipinang Besar Selatan,Jatinegara, ",Jakarta,021 85905593,
Azka UD,"Jl Raya Jambe RT 004/02, KENDAL",,0294 3686428,
Azalya PT,"Jl Raya Bekasi 1-A RT 007/01,Rawa Terate,Cakung, ",Jakarta,021 46830524,
Azalya,"Perum Green Kori Bl C/19,Pedungan,Denpasar Selatan, ",Denpasar,0361 413848,
AYU TITHA P PT,"Jl Kebo Iwa 40-X DENPASAR 80117, P.O. Box: 80117, ",Denpasar,0361-7423019,
AZIZAH PT,"Jl Glagah PAITON 67292, P.O. Box: 67292",,0335-773101,
AYUPIA PT,"Jl Andalas 216 Bontoala MAKASSAR, ",Makassar,0411-314801,
Bahana Ngawi Perkasa PT Radio,Jl Trunojoyo 119 63217,,0351-744250,
Bahana Taruko Sentosa PT,"Jl Radio Dalam Raya Bl H-5 12140, ",Jakarta,021-7398673,
Bahari Indah Adiswara PT Radio,"Jl Tentara Pelajar 9, CILACAP",,0282-548424,
Bahana Swara Asembagus FM Radio,"Jl Anggrek 109 68312, SITUBONDO",,0338-677109,
Bahana Pribadimandiri PT Radio,"Jl Prof H Moh Yamin SH 4 27116, PADANGPANJANG",,0752-82234,
Bahana Nirmala PT Radio,"Jl Barintik 35 70613, MARTAPURA",,0511-4721197,
Bahurekso Sakti PT Radio,"Jl Pegadaian 108 51355, WELERI",,0294-641228,
Bahana Kusuma PT Radio,"Jl Veteran Gg Kembang 6 22111, KABANJAHE",,0628-20917,
Bahana Pisang Mas PT,"Jl Raya Kopo Maja, ",Serang,0254-480360,
Bahana Ngawi Perkasa PT Radio,"Jl Trunojoyo 119 63217, NGAWI",,0351-744250,
Bahureksa Suara Pekalongan PT Radio,"Jl Singosari 21 51111, ",Pekalongan,0285-427457,
BAGHASKARA PT,"Jl Mayjen Sungkono 75 MAGETAN 63311, P.O. Box: 63311",,0351-896393,
BAGAS TRIUPAYA KARSA PT,"Jl Mayjen Sutoyo JAKARTA 13640, P.O. Box: 13640, ",Jakarta,021-80887098,
BAGAN BATU CITRA NUANSA PT,"Jl Jend Sudirman 674 BAGAN BATU 28992, P.O. Box: 28992",,0765-51044,
Bagus Parade CV,"Kompl Pandau Permai Bl B-12/13, ",Pekanbaru,0761 7048713,
Bagus Surya Utama,"Jl Tukad Balian Psr Suwung Kangin 1-A,Sumerta Klod,Denpasar Timur, ",Denpasar,0361 727276,
Bakhti Surya Telekomindo PT,"Jl Tomang Raya 66, ",Jakarta,021-5686011,
Bagas Sandi,"Perum Tmn Griya 4,Kerobokan,Kuta, ",Denpasar,0361 759305,
Bajabier Bersaudara CV,"Jl Adam 3 RT 003/02,Sukabumi Ilir,Kebon Jeruk, ",Jakarta,021 5309859,
Baitul Izzah CV,"Jl Sidotopo Wetan Luar 1 Luar 61,Sidotopo Wetan,Kenjeran, ",Surabaya,031 3768498,
BAHUREKSO SAKTI PT,"Jl Pegadaian 108 WELERI 51355, P.O. Box: 51355",,0294-641228,
BAHUREKSA SUARA PEKALONGAN PT,"Jl Singosari 21 PEKALONGAN 51111, P.O. Box: 51111, ",Pekalongan,0285-427457,
BAHTERA SWARA YUDHA PT,"Jl Bedadung 6 SURABAYA 60265, P.O. Box: 60265, ",Surabaya,031-5676059,
BAHANA SRAWA CITRA BONDOWOSO PT,"Jl P Diponegoro 935 BONDOWOSO 68213, P.O. Box: 68213",,0332-433303,
BAHANA SANADA DUNIA PT,"Jl Jend Sudirman Kav 9 Ratu Plaza Lt 20 JAKARTA, ",Jakarta,021-7223522,
BAHARI INDAH ADISWARA PT,Jl Tentara Pelajar 9 CILACAP,,0282-548424,
Bahtera Kayuputih CV,"Jl Kayu Putih VI Bl D/1 RT 003/06,Pulo Gadung,Pulo Gadung, ",Jakarta,021 4890094,
BAHANA NIRMALA PT,"Jl Barintik 35 MARTAPURA 70613, P.O. Box: 70613",,0511-4721197,
Bahari Daya Mitra Serasi CV,"Jl Perintis Kemerdekaan 19 RT 002/15,Kayu Putih,Pulo Gadung, ",Jakarta,021 4750563,
Bahmar CV,"Jl Poros Mandalle, PANGKAJENE",,0410 2312596,
Bahana Timur Megah PT,"Jl Petamburan IV 18 RT 001/04,Petamburan,Tanah Abang, ",Jakarta,021 53650986,
Bahana Matur Swara CV,"Jl Cahaya Titis Kompl Pesona Depok Estate Bl N/75 RT 003/02,Mekar Jaya,Sukm, ",Depok,021 7759335,
Bahagia PT,"Jl Medan - Banda Aceh,Samalanga, SAMALANGA 24264",,0644 31431,
Bahagia Raya CV,"Jl Pd Bambu Batas 3 RT 001/12,Pondok Bambu,Duren Sawit, ",Jakarta,021 8607904,
Bahagia Mandiri CV,"Jl Tj Datuk Gg Selembayung 10, ",Pekanbaru,0761 7051925,
Bali Billo Toko,"Jl Kesatrian 26,Gianyar,Gianyar, GIANYAR 80511",,0361 955277,
Bali Ponsel Toko,"Jl Kapt Muslim 111 Millenium Plaza Lt 2 79/80,Tanjungsari,Medan Selayang, ",Medan,061 8461653,
Bali Intrasel,"Jl Jend Gatot Subroto 88-A,Dauh Puri Kaja,Denpasar Barat, ",Denpasar,0361 430189,
Bali Cell,"Jl Sukabumi 28,Kacapiring,Batununggal, ",Bandung,022 70654475,
Bali Cellular,"Jl Dr Setiabudi 221-225 Swalayan Ada Banyumanik Lt Dasar,Ngesrep,Gajah Mung, ",Semarang,024 7463483,
Bali Barong,"Jl Pulau Batam 17-A,Dauh Puri Klod,Denpasar Barat, ",Denpasar,0361 245317,
Bali Bello Cellular,"Ds Peliatan 16,Ubud, GIANYAR 80571",,0361 977587,
Bali Gemilang CV,"Jl Dr Soetomo 105,Pemecutan Kaja,Denpasar Barat, ",Denpasar,0361 420247,
Bahana Toko,"Jl Mangga Besar Raya 81,Mangga Besar,Taman Sari, ",Jakarta,021 6120067,
Balikpapan Berkat Berganda PT,"Jl Jend A Yani 17 Ruko Rapak RT 025/09,Gunungsari Ilir,Balikpapan Tengah, ",Balikpapan,0542 412135,
Bali Sari Rejeki CV,"Jl Jend Gatot Subroto I 18,Dauh Puri Kaja,Denpasar Barat, ",Denpasar,0361 424815,
Bali Phone Shop,"Jl Raya Kuta 72,Kerobokan,Kuta, ",Denpasar,0361 752020,
Baladewa Cell,"Jl Baladewa Depan M4-15,Pajajaran,Cicendo, ",Bandung,022 6034659,
Bali Selluler,"Jl Melati 8,Delod Peken,Tabanan, TABANAN 82113",,0362 812820,
Bali Post Agent,"Jl Padma 57,Penatih,Denpasar Timur, ",Denpasar,0361 466020,
Bali Swara Mitragama Radio,"Jl Kartika Plaza Discovery Shopping Mall Bl D/35,Kerobokan,Kuta, ",Denpasar,0361 769601,
Balisani Starbanindo PT,"Jl Jend Gatot Subroto 155-D, ",Denpasar,0361-238730,
Bali Mandala Perkasa PT Radio,"Jl Pantai Lebih 200-X Br Serongga Kelod,Wilayah Kec Gianyar Lainnya,Gianyar, GIANYAR 80551",,0361 942132,
Bambalo Radio,"Ds Bambalo, POSO",,0452 23244,
Bambapuang Studio Enrekang PT Radio,Jl Andi Nohong 1 91611,,0421-91383,
Balai Kesehatan Masyarakat St Yohannes,"Jl Kemandoran Pulo I Kav 19, Jakarta, ",Jakarta,021-548-3230,
Bambapuang Studio Enrekang PT Radio,"Jl Andi Nohong 1 91611, PANGKAJENE SIDRAP",,0421-91383,
BALISTIK PT,"Jl Nusa Indah 21-A KUPANG 85117, P.O. Box: 85117, ",Kupang,0380-833220,
BALI SEDANA PT,"Jl Graha DENPASAR, ",Denpasar,0361-737238,
BALISA PT,"Jl Pudak 9-X DENPASAR 80236, P.O. Box: 80236, ",Denpasar,0361-291020,
BALINA CITRA PT,"Jl Jend Gatot Subroto 98-X DENPASAR 80116, P.O. Box: 80116, ",Denpasar,0361-234630,
BALINDA PT,"Jl H Naman 66 RT 02/02 JAKARTA 13450, P.O. Box: 13450, ",Jakarta,021-86904295,
BALI NUSANTARA JAYA PT,"Jl Tukad Mati Legian DENPASAR 80361, P.O. Box: 80361, ",Denpasar,0361-763281,
BALI PERKASA PT,"Jl Jend Gatot Subroto 98-X DENPASAR 80116, P.O. Box: 80116, ",Denpasar,0361-262105,
BALI MITRA K PT,"Jl Penataran Agung 6-G DENPASAR, ",Denpasar,0361-705869,
BALI REKA PT,"Jl Mandiri Kargo DENPASAR, ",Denpasar,0361-737326,
BALI JAYA PT,"Jl Wono Harjo RT 001/08 SOLO 57146, P.O. Box: 57146",,0271-853734,
BALI LESTARI SE PT,"Jl Simpati Tuban 23 DENPASAR, ",Denpasar,0361-762080,
BALI ERGANTARA PT,"Jl Abadi DENPASAR, ",Denpasar,0361-259548,
BALI JAYA TELKOMINO PT,Jl Weleri WELERI,,0294-641928,
BALI ERGANTARA AB PT,"Jl Tukad Banyusari 48 DENPASAR 80225, P.O. Box: 80225, ",Denpasar,0361-235562,
Bang Jasmin,"Jl Purnawarman 13-15 Ged Istana Bandung Electronic Centre Bl F/07,Babakan C, ",Bandung,022 4213031,
Bangun Warkom Koperasi Sejahtera,"Jl Kom L Yos Sudarso Kompl Pelni,Prapatan,Balikpapan Selatan, ",Balikpapan,0542 420017,
Bangun Putra Indah PT,"Jl KH Abdullah Syafei Bl A/17,Kebon Baru,Tebet, ",Jakarta,021 83704497,
Bangun Pagi CV,"Jl Prof A Majid Ibrahim, SIGLI",,0653 23320,
Bangun Dharma Junger PT,"Jl Dewi Sartika Kompl Kobekdam 7 RT 002/12,Cawang,Kramat Jati, ",Jakarta,021 8095775,
Bangun Griya Permata CV,"Jl SD Inpres 37 RT 006/02,Pondok Karya Kacang,Pondok Aren, ",Jakarta,021 7372874,
Bandung Kencana CV,"Jl Harapan Raya 14,Tangkerang Selatan,Bukit Raya, ",Pekanbaru,0761 856854,
Bangkit Mandiri CV,"Perum Pd Benowo Indah Bl BD/1,Babat Jrawat,Benowo, ",Surabaya,031 7458397,
Bandara CV,"Jl Bandarjaya 1 RT 001/02, BANDARJAYA 34162",,0720 528225,
Bangsa Agung CV,"Jl Abdullah 14 RT 014,Plaju Darat,Seberang Ulu Ii, ",Palembang,0711 540899,
Bani Selular,"Pert Sunrise Garden Bl X/1,Kedoya Selatan,Kebon Jeruk, ",Jakarta,021 70772422,
Bangkit Cell,"Jl Wates Km 3,5,Banyuraden,Gamping, ",Yogyakarta,0274 7422505,
Bandar,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 134,Cideng,Gambir, ",Jakarta,021 63857854,
Bangka Celluler,"Jl Jend Sudirman 62 RT 001/01,Jalan Jendral Sudirman,Tmn Sari, PANGKALPINANG 33128",,0717 438220,
Bandung Cellular Centre,"Jl Dago Bl A/71,Tamansari,Bandung Wetan, ",Bandung,022 4232560,
Bandung Cell,"Jl Babakan Andir 58 208-B RT 007/02,Padasuka,Cibeunying Kidul, ",Bandung,022 7103904,
Bandung Accessories,"Jl Kopo 599 Indonesia International Trade Center Kopo Bl A-10 I/6,Margasuka, ",Bandung,022 91970002,
Banggai Raya Indonesia PT,"Jl Ngagel Jaya Slt Ruko Manyar Megah Indah Plaza Bl G/11, ",Surabaya,031 5043903,
Barokah Guna Sentosa Mulya PT,"Jl Nyi Raja Permas,Cibogor,Bogor Tengah, ",Bogor,0251 8360662,
Barkan UD,"Jl Kemantren,Tulangan, TULANGAN 61273",,031 8851955,
Barito Putra CV,"Ds Sambongsari RT 001/05, KENDAL",,0294 5701730,
Barita Horas P PT,"Psr Lumban Lobu Ds Lumban Julu, PORSEA 22386",,0632 341404,
Barelang PT,"Kompl Masyeba Permai Tiban Bl C/9, ",Batam,0778 7058169,
Bareta PT,"Jl Cendrawsih Propau, KOTABUMI",,0724 3260141,
Baringeng CV,"Jl Poros Segeri, PANGKAJENE",,0410 2312095,
Baramida CV,"Jl Bunga 2 RT 005/09,Pal Meriam,Matraman, ",Jakarta,021 8578890,
B Arhennya CV,"Jl Trans Sumatera, KALIANDA",,0727 7336199,
Baros Cellular,"Kp Baros Psr 14 RT 001/01,Baros, ",Serang,0254 251231,
Barie Cellular,"Jl Banteng 77,Turangga,Lengkong, ",Bandung,022 70335021,
Barcelona,"Jl Kapt Muslim 111 Millenium Plaza, ",Medan,061 8475928,
Barito Sell,"Jl Barito 14,Purwodinatan,Semarang Timur, ",Semarang,024 8416380,
Barisan Nauli PT Radio,Jl Barisan Nauli 22251,,0627-21375,
Batara Radio FM,"Jl Panglima Sudirman,Mejayan, CARUBAN 63153",,0351 384509,
Bara Abadi CV,"Jl Lamper Krajan 2 50249, ",Semarang,024-8313079,
Batavia Cellular,"Jl RS Fatmawati 39 ITC Fatmawati Lt Dasar 123,Cipete Utara,Kebayoran Baru, ",Jakarta,021 7397330,
Barani AM,Jl Raya Cinunuk 454-A RT 003/14,,022-7830646,
Batara Adyaswara PT Radio,Jl Terusan Enim 60 35213,,0721-253145,
Batam Elektronik,"Jl Mangga Dua Raya Mangga Dua Mall 38 Lt 2 10730, ",Jakarta,021-6121110,
Batur PT Radio,Jl Merdeka 99,,0366-91484,
Baturiti Menaraswara PT Radio,"Jl By Pass Ngurah Rai 4 Pert Teras Bali 80361, ",Denpasar,0361-766634,
Batur PT Radio,"Jl Merdeka 99 80614, BANGLI",,0366-91214,
Batara Adyaswara PT Radio,"Jl Terusan Enim 60 35213, BANDARLAMPUNG",,0721-253145,
BASS FM PT,"Jl Letjen Haryono MT BOJONEGORO 62114, P.O. Box: 62114",,0353-7709317,
Basic Element Toko,"Jl Mangga Dua Raya Ged Itc Mangga Dua Bl D/17, Jakarta, ",Jakarta,021-601-6569,
Batur PT Radio,Jl Merdeka 99 80614,,0366-91214,
Basement Tata Nusantara CV,"Jl Bakti 35-B RT 004/02,Cililitan,Kramat Jati, ",Jakarta,021 8008396,
Batur PT Radio,"Jl Merdeka 99, BANGLI",,0366-91484,
Basahaji CV,"Kompl Bengkong Indah I Bl G/7-B,Bengkong Harapan,Batu Ampar, ",Batam,0778 421194,
Basel Warakasindo PT,"Jl Kb Nanas Slt 11 RT 007/04,Cipinang Cempedak,Jatinegara, ",Jakarta,021 85904594,
Bass FM Radio,"Jl Jend Sudirman, PAINAN",,0756 7464444,
Bayang Prima CV,"Kompl Bengkong Indah II Bl F/1,Bengkong Harapan,Batu Ampar, ",Batam,0778 492512,
Bay Cellular,"Jl Ciwastra Raya 175,Margasari,Margacinta, ",Bandung,022 7506011,
Bass FM PT Radio,Jl Letjen Haryono MT 62114,,0353-7709317,
Bayan Quran CV,"Jl KH Agus Salim 10, ",Depok,021 77829991,
Bayu Cell,"Jl Kertajaya IV/31 F,Kertajaya,Gubeng, ",Surabaya,031 5024839,
Bayu PT Radio,"Jl Tiga Panah 1, KABANJAHE",,0628 7000233,
Bayu Citra Telekomunikasi PT,"Jl Camplung Mas Legian Klod,Kerobokan,Kuta, ",Denpasar,0361 761039,
Bayurekhsa Radio PT,"Jl Jend Sudirman 86 90113, ",Makassar,0411-852390,
Baweany FM Radio,"Jl Pendidikan 15, BAWEAN 61181",,0325 424455,
Bayu Sakti CV,"Jl Awang Bahagia 16 RT 047 70123, ",Banjarmasin,0511-3303679,
BATURITI MENARASWARA PT,"Jl By Pass Ngurah Rai 4 Pert Teras Bali DENPASAR 80361, P.O. Box: 80361, ",Denpasar,0361-766634,
